阿拉伯语 a1'la1'bo2'yu3
神乎其神 shen2'hu1'qi2'shen2
神魂颠倒 shen2'hun2'dian1'dao3
神机妙算 shen2'ji1'miao4'suan4
神经错乱 shen2'jing1'cuo4'luan4
神经过敏 shen2'jing1'guo4'min3
神经衰弱 shen2'jing1'shuai1'ruo4
神气活现 shen2'qi4'huo2'xian4
神清气爽 shen2'qing1'qi4'shuang3
审时度势 shen3'shi2'duo2'shi4
甚而至于 shen4'er2'zhi4'yu2
甚嚣尘上 shen4'xiao1'chen2'shang4
慎之又慎 shen4'zhi1'you4'shen4
升级换代 sheng1'ji2'huan4'dai4
生龙活虎 sheng1'long2'huo2'hu3
生搬硬套 sheng1'ban1'ying4'tao4
生编硬造 sheng1'bian1'ying4'zao4
生不逢时 sheng1'bu4'feng2'shi2
生财有道 sheng1'cai2'you3'dao4
生产方式 sheng1'chan3'fang1'shi4
生产工具 sheng1'chan3'gong1'ju4
生产关系 sheng1'chan3'guan1'xi4
生产过剩 sheng1'chan3'guo4'sheng4
生产资料 sheng1'chan3'zi1'liao4
生辰八字 sheng1'chen2'ba1'zi4
生儿育女 sheng1'er2'yu4'nv3
生花妙笔 sheng1'hua1'miao4'bi3
生活方式 sheng1'huo2'fang1'shi4
生活资料 sheng1'huo2'zi1'liao4
生机勃勃 sheng1'ji1'bo2'bo2
生拉硬拽 sheng1'la1'ying4'zhuai4
生老病死 sheng1'lao3'bing4'si3
生离死别 sheng1'li2'si3'bie2
生理盐水 sheng1'li3'yan2'shui3
生灵涂炭 sheng1'ling2'tu2'tan4
生气勃勃 sheng1'qi4'bo2'bo2
生荣死哀 sheng1'rong2'si3'ai1
生杀予夺 sheng1'sha1'yu3'duo2
生生不息 sheng1'sheng1'bu4'xi1
生生世世 sheng1'sheng1'shi4'shi4
生死存亡 sheng1'si3'cun2'wang2
生死未卜 sheng1'si3'wei4'bu3
生死攸关 sheng1'si3'you1'guan1
生死与共 sheng1'si3'yu3'gong4
生死之交 sheng1'si3'zhi1'jiao1
生态工程 sheng1'tai4'gong1'cheng2
生态环境 sheng1'tai4'huan2'jing4
生态科学 sheng1'tai4'ke1'xue2
生态旅游 sheng1'tai4'lv3'you2
生态农业 sheng1'tai4'nong2'ye4
生态平衡 sheng1'tai4'ping2'heng2
生吞活剥 sheng1'tun1'huo2'bo1
生物防治 sheng1'wu4'fang2'zhi4
生物武器 sheng1'wu4'wu3'qi4
生物制品 sheng1'wu4'zhi4'pin3
声泪俱下 sheng1'lei4'ju4'xia4
声东击西 sheng1'dong1'ji1'xi1
声名狼藉 sheng1'ming2'lang2'ji2
声名鹊起 sheng1'ming2'que4'qi3
声情并茂 sheng1'qing2'bing4'mao4
声色俱厉 sheng1'se4'ju4'li4
声色犬马 sheng1'se4'quan3'ma3
声嘶力竭 sheng1'si1'li4'jie2
绳之以法 sheng2'zhi1'yi3'fa3
省吃俭用 sheng3'chi1'jian3'yong4
圣诞老人 sheng4'dan4'lao3'ren2
盛极一时 sheng4'ji2'yi1'shi2
盛气凌人 sheng4'qi4'ling2'ren2
盛情难却 sheng4'qing2'nan2'que4
尸位素餐 shi1'wei4'su4'can1
尸横遍野 shi1'heng2'bian4'ye3
失道寡助 shi1'dao4'gua3'zhu4
失魂落魄 shi1'hun2'luo4'po4
失之交臂 shi1'zhi1'jiao1'bi4
师出无名 shi1'chu1'wu2'ming2
师道尊严 shi1'dao4'zun1'yan2
诗情画意 shi1'qing2'hua4'yi4
十年浩劫 shi2'nian2'hao4'jie2
十全十美 shi2'quan2'shi2'mei3
十室九空 shi2'shi4'jiu3'kong1
十万火急 shi2'wan4'huo3'ji2
十之八九 shi2'zhi1'ba1'jiu3
十指连心 shi2'zhi3'lian2'xin1
十八罗汉 shi2'ba1'luo2'han4
十冬腊月 shi2'dong1'la4'yue4
十恶不赦 shi2'e4'bu4'she4
十二生肖 shi2'er4'sheng1'xiao4
十二指肠 shi2'er4'zhi3'chang2
十拿九稳 shi2'na2'jiu3'wen3
十年动乱 shi2'nian2'dong4'luan4
十年寒窗 shi2'nian2'han2'chuang1
十字街头 shi2'zi4'jie1'tou2
十字路口 shi2'zi4'lu4'kou3
石沉大海 shi2'chen2'da4'hai3
石破天惊 shi2'po4'tian1'jing1
石器时代 shi2'qi4'shi2'dai4
石头子儿 shi2'tou'zi3'er
时不我待 shi2'bu4'wo3'dai4
时不再来 shi2'bu4'zai4'lai2
时过境迁 shi2'guo4'jing4'qian1
时来运转 shi2'lai2'yun4'zhuan3
时起时伏 shi2'qi3'shi2'fu2
时时刻刻 shi2'shi2'ke4'ke4
时隐时现 shi2'yin3'shi2'xian4
时至今日 shi2'zhi4'jin1'ri4
时装表演 shi2'zhuang1'biao3'yan3
识文断字 shi2'wen2'duan4'zi4
实报实销 shi2'bao4'shi2'xiao1
实话实说 shi2'hua4'shi2'shuo1
实事求是 shi2'shi4'qiu2'shi4
实心实意 shi2'xin1'shi2'yi4
实心眼儿 shi2'xin1'yan3'er
实言相告 shi2'yan2'xiang1'gao4
实用主义 shi2'yong4'zhu3'yi4
实至名归 shi2'zhi4'ming2'gui1
拾金不昧 shi2'jin1'bu4'mei4
拾人牙慧 shi2'ren2'ya2'hui4
拾遗补缺 shi2'yi2'bu3'que1
食物中毒 shi2'wu4'zhong4'du2
食不甘味 shi2'bu4'gan1'wei4
食不果腹 shi2'bu4'guo3'fu4
食古不化 shi2'gu3'bu4'hua4
史无前例 shi3'wu2'qian2'li4
矢志不渝 shi3'zhi4'bu4'yu2
使用价值 shi3'yong4'jia4'zhi2
始料不及 shi3'liao4'bu4'ji2
始终不渝 shi3'zhong1'bu4'yu2
始终如一 shi3'zhong1'ru2'yi1
始作俑者 shi3'zuo4'yong3'zhe3
世风日下 shi4'feng1'ri4'xia4
世世代代 shi4'shi4'dai4'dai4
世态炎凉 shi4'tai4'yan2'liang2
世外桃源 shi4'wai4'tao2'yuan2
市场经济 shi4'chang3'jing1'ji4
市场体系 shi4'chang3'ti3'xi4
事半功倍 shi4'ban4'gong1'bei4
事倍功半 shi4'bei4'gong1'ban4
事必躬亲 shi4'bi4'gong1'qin1
事不宜迟 shi4'bu4'yi2'chi2
事出有因 shi4'chu1'you3'yin1
事到临头 shi4'dao4'lin2'tou2
事过境迁 shi4'guo4'jing4'qian1
事无巨细 shi4'wu2'ju4'xi4
事业单位 shi4'ye4'dan1'wei4
事与愿违 shi4'yu3'yuan4'wei2
事在人为 shi4'zai4'ren2'wei2
势不可当 shi4'bu4'ke3'dang1
势不可挡 shi4'bu4'ke3'dang3
势不两立 shi4'bu4'liang3'li4
势均力敌 shi4'jun1'li4'di2
势利小人 shi4'li4'xiao3'ren2
势如破竹 shi4'ru2'po4'zhu2
势在必行 shi4'zai4'bi4'xing2
视若无睹 shi4'ruo4'wu2'du3
视而不见 shi4'er2'bu4'jian4
视死如归 shi4'si3'ru2'gui1
试管婴儿 shi4'guan3'ying1'er
恃才傲物 shi4'cai2'ao4'wu4
恃强凌弱 shi4'qiang2'ling2'ruo4
拭目以待 shi4'mu4'yi3'dai4
是非曲直 shi4'fei1'qu1'zhi2
适得其反 shi4'de2'qi2'fan3
适逢其会 shi4'feng2'qi2'hui4
适可而止 shi4'ke3'er2'zhi3
舐犊情深 shi4'du2'qing2'shen1
释迦牟尼 shi4'jia1'mou2'ni2
誓不罢休 shi4'bu4'ba4'xiu1
誓不两立 shi4'bu4'liang3'li4
手不释卷 shou3'bu4'shi4'juan4
手眼通天 shou3'yan3'tong1'tian1
手足无措 shou3'zu2'wu2'cuo4
手足之情 shou3'zu2'zhi1'qing2
手舞足蹈 shou3'wu3'zu2'dao3
手到病除 shou3'dao4'bing4'chu2
手到擒来 shou3'dao4'qin2'lai2
手疾眼快 shou3'ji2'yan3'kuai4
手忙脚乱 shou3'mang2'jiao3'luan4
手无寸铁 shou3'wu2'cun4'tie3
手下败将 shou3'xia4'bai4'jiang4
手下留情 shou3'xia4'liu2'qing2
守口如瓶 shou3'kou3'ru2'ping2
守望相助 shou3'wang4'xiang1'zhu4
守株待兔 shou3'zhu1'dai4'tu4
首屈一指 shou3'qu1'yi1'zhi3
首当其冲 shou3'dang1'qi2'chong1
首善之区 shou3'shan4'zhi1'qu1
首鼠两端 shou3'shu3'liang3'duan1
首尾相应 shou3'wei3'xiang1'ying4
寿比南山 shou4'bi3'nan2'shan1
寿终正寝 shou4'zhong1'zheng4'qin3
受宠若惊 shou4'chong3'ruo4'jing1
瘦骨嶙峋 shou4'gu3'lin2'xun2
书归正传 shu1'gui1'zheng4'chuan2
书香门第 shu1'xiang1'men2'di4
叔伯兄弟 shu1'bai'xiong1'di
殊途同归 shu1'tu2'tong2'gui1
舒筋活血 shu1'jin1'huo2'xue4
熟门熟路 shu2'men2'shu2'lu4
熟能生巧 shu2'neng2'sheng1'qiao3
熟视无睹 shu2'shi4'wu2'du3
鼠目寸光 shu3'mu4'cun4'guang1
数不胜数 shu3'bu4'sheng4'shu3
数典忘祖 shu3'dian3'wang4'zu3
数九寒天 shu3'jiu3'han2'tian1
数一数二 shu3'yi1'shu3'er4
束手待毙 shu4'shou3'dai4'bi4
束手就擒 shu4'shou3'jiu4'qin2
束手束脚 shu4'shou3'shu4'jiao3
束手无策 shu4'shou3'wu2'ce4
束之高阁 shu4'zhi1'gao1'ge2
述而不作 shu4'er2'bu4'zuo4
树碑立传 shu4'bei1'li4'zhuan4
树大招风 shu4'da4'zhao1'feng1
数理逻辑 shu4'li3'luo2'ji
数理统计 shu4'li3'tong3'ji4
数码相机 shu4'ma3'xiang4'ji1
数罪并罚 shu4'zui4'bing4'fa2
耍心眼儿 shua3'xin1'yan3'er
耍嘴皮子 shua3'zui3'pi2'zi3
甩手掌柜 shuai3'shou3'zhang3'gui4
双百方针 shuang1'bai3'fang1'zhen1
双重国籍 shuang1'chong2'guo2'ji2
双重人格 shuang1'chong2'ren2'ge2
双管齐下 shuang1'guan3'qi2'xia4
双喜临门 shuang1'xi3'lin2'men2
双向选择 shuang1'xiang4'xuan3'ze2
爽然若失 shuang3'ran2'ruo4'shi1
水到渠成 shui3'dao4'qu2'cheng2
水滴石穿 shui3'di1'shi2'chuan1
水火无情 shui3'huo3'wu2'qing2
水落石出 shui3'luo4'shi2'chu1
水幕电影 shui3'mu4'dian4'ying3
水乳交融 shui3'ru3'jiao1'rong2
水上运动 shui3'shang4'yun4'dong4
水深火热 shui3'shen1'huo3're4
水土保持 shui3'tu3'bao3'chi2
水土流失 shui3'tu3'liu2'shi1
水泄不通 shui3'xie4'bu4'tong1
水性杨花 shui3'xing4'yang2'hua1
水涨船高 shui3'zhang3'chuan2'gao1
水中捞月 shui3'zhong1'lao1'yue4
睡眼惺忪 shui4'yan3'xing1'song1
顺理成章 shun4'li3'cheng2'zhang1
顺手牵羊 shun4'shou3'qian1'yang2
顺水人情 shun4'shui3'ren2'qing2
顺水推舟 shun4'shui3'tui1'zhou1
顺藤摸瓜 shun4'teng2'mo1'gua1
瞬息万变 shun4'xi1'wan4'bian4
说来话长 shuo1'lai2'hua4'chang2
说不过去 shuo1'bu'guo4'qu4
说长道短 shuo1'chang2'dao4'duan3
说到做到 shuo1'dao4'zuo4'dao4
说得过去 shuo1'de'guo4'qu4
说东道西 shuo1'dong1'dao4'xi1
说好说歹 shuo1'hao3'shuo1'dai3
说三道四 shuo1'san1'dao4'si4
说实在的 shuo1'shi2'zai4'de
说一不二 shuo1'yi1'bu4'er4
数见不鲜 shuo4'jian4'bu4'xian1
硕大无朋 shuo4'da4'wu2'peng2
硕果仅存 shuo4'guo3'jin3'cun2
丝绸之路 si1'chou2'zhi1'lu4
丝丝入扣 si1'si1'ru4'kou4
司乘人员 si1'cheng2'ren2'yuan2
司空见惯 si1'kong1'jian4'guan4
司售人员 si1'shou4'ren2'yuan2
私心杂念 si1'xin1'za2'nian4
私营经济 si1'ying2'jing1'ji4
思前想后 si1'qian2'xiang3'hou4
思想体系 si1'xiang3'ti3'xi4
斯拉夫人 si1'la1'fu1'ren2
斯文扫地 si1'wen2'sao3'di4
撕肝裂肺 si1'gan1'lie4'fei4
死里逃生 si3'li3'tao2'sheng1
死不悔改 si3'bu4'hui3'gai3
死不瞑目 si3'bu4'ming2'mu4
死缠硬磨 si3'chan2'ying4'mo2
死得其所 si3'de2'qi2'suo3
死而后已 si3'er2'hou4'yi3
死灰复燃 si3'hui1'fu4'ran2
死记硬背 si3'ji4'ying4'bei4
死皮赖脸 si3'pi2'lai4'lian3
死乞白赖 si3'qi3'bai2'lai4
死气沉沉 si3'qi4'chen2'chen2
死去活来 si3'qu4'huo2'lai2
死无对证 si3'wu2'dui4'zheng4
死心塌地 si3'xin1'ta1'di4
死心眼儿 si3'xin1'yan3'er
死有余辜 si3'you3'yu2'gu1
死于非命 si3'yu2'fei1'ming4
四平八稳 si4'ping2'ba1'wen3
四书五经 si4'shu1'wu3'jing1
四大皆空 si4'da4'jie1'kong1
四分五裂 si4'fen1'wu3'lie4
四海为家 si4'hai3'wei2'jia1
四季如春 si4'ji4'ru2'chun1
四面八方 si4'mian4'ba1'fang1
四面楚歌 si4'mian4'chu3'ge1
四舍五入 si4'she3'wu3'ren2
四世同堂 si4'shi4'tong2'tang2
四通八达 si4'tong1'ba1'da2
四则运算 si4'ze2'yun4'suan4
似曾相识 si4'ceng2'xiang1'shi2
似懂非懂 si4'dong3'fei1'dong3
似是而非 si4'shi4'er2'fei1
肆无忌惮 si4'wu2'ji4'dan4
松松垮垮 song1'song1'kua3'kua3
耸人听闻 song3'ren2'ting1'wen2
送往迎来 song4'wang3'ying2'lai2
搜肠刮肚 sou1'chang2'gua1'du4
搜索枯肠 sou1'suo3'ku1'chang2
俗不可耐 su2'bu4'ke3'nai4
夙兴夜寐 su4'xing1'ye4'mei4
肃然起敬 su4'ran2'qi3'jing4
素不相识 su4'bu4'xiang1'shi2
素昧平生 su4'mei4'ping2'sheng1
速战速决 su4'zhan4'su4'jue2
酸甜苦辣 suan1'tian2'ku3'la4
随波逐流 sui2'bo1'zhu2'liu2
随行就市 sui2'hang2'jiu4'shi4
随机应变 sui2'ji1'ying4'bian4
随叫随到 sui2'jiao4'sui2'dao4
随声附和 sui2'sheng1'fu4'he4
随时随地 sui2'shi2'sui2'di4
随心所欲 sui2'xin1'suo3'yu4
随遇而安 sui2'yu4'er2'an1
随之而来 sui2'zhi1'er2'lai2
损兵折将 sun3'bing1'zhe2'jiang4
损公肥私 sun3'gong1'fei2'si1
损人利己 sun3'ren2'li4'ji3
缩手缩脚 suo1'shou3'suo1'jiao3
缩头缩脑 suo1'tou2'suo1'nao3
所到之处 suo3'dao4'zhi1'chu3
所剩无几 suo3'sheng4'wu2'ji3
所向披靡 suo3'xiang4'pi1'mi3
所向无敌 suo3'xiang4'wu2'di2
所作所为 suo3'zuo4'suo3'wei2
索然无味 suo3'ran2'wu2'wei4
塔吉克族 ta3'ji2'ke4'zu2
塔塔尔族 ta3'ta3'er3'zu2
胎死腹中 tai1'si3'fu4'zhong1
太阳地儿 tai4'yang2'di4'er
太阳电池 tai4'yang2'dian4'chi2
太空垃圾 tai4'kong1'la1'ji1
泰然处之 tai4'ran2'chu3'zhi1
泰然自若 tai4'ran2'zi4'ruo4
泰山北斗 tai4'shan1'bei3'dou3
泰山压顶 tai4'shan1'ya1'ding3
贪大求洋 tan1'da4'qiu2'yang2
贪得无厌 tan1'de2'wu2'yan4
贪官污吏 tan1'guan1'wu1'li4
贪生怕死 tan1'sheng1'pa4'si3
贪天之功 tan1'tian1'zhi1'gong1
贪污腐化 tan1'wu1'fu3'hua4
贪小失大 tan1'xiao3'shi1'da4
贪赃枉法 tan1'zang1'wang3'fa3
弹冠相庆 tan2'guan1'xiang1'qing4
坛坛罐罐 tan2'tan2'guan4'guan4
昙花一现 tan2'hua1'yi1'xian4
谈笑自若 tan2'xiao4'zi4'ruo4
谈情说爱 tan2'qing2'shuo1'ai4
谈何容易 tan2'he2'rong2'yi4
谈虎色变 tan2'hu3'se4'bian4
谈天说地 tan2'tian1'shuo1'di4
谈笑风生 tan2'xiao4'feng1'sheng1
忐忑不安 tan3'te4'bu4'an1
坦白从宽 tan3'bai2'cong2'kuan1
坦诚相待 tan3'cheng2'xiang1'dai4
袒胸露臂 tan3'xiong1'lu4'bi4
叹为观止 tan4'wei2'guan1'zhi3
探头探脑 tan4'tou2'tan4'nao3
探囊取物 tan4'nang2'qu3'wu4
探亲访友 tan4'qin1'fang3'you3
堂而皇之 tang2'er2'huang2'zhi1
堂堂正正 tang2'tang2'zheng4'zheng4
糖衣炮弹 tang2'yi1'pao4'dan4
螳臂当车 tang2'bi4'dang4'che1
滔滔不绝 tao1'tao1'bu4'jue2
韬光养晦 tao1'guang1'yang3'hui4
逃之夭夭 tao2'zhi1'yao1'yao1
桃红柳绿 tao2'hong2'liu3'lv4
讨价还价 tao3'jia4'huan2'jia4
特别快车 te4'bie2'kuai4'che1
特快专递 te4'kuai4'zhuan1'di4
特遣部队 te4'qian3'bu4'dui4
特型演员 te4'xing2'yan3'yuan2
特异功能 te4'yi4'gong1'neng2
特种工艺 te4'zhong3'gong1'yi4
特种警察 te4'zhong3'jing3'cha2
特种邮票 te4'zhong3'you2'piao4
腾云驾雾 teng2'yun2'jia4'wu4
啼饥号寒 ti2'ji1'hao2'han2
啼笑皆非 ti2'xiao4'jie1'fei1
提纲挈领 ti2'gang1'qie4'ling3
提线木偶 ti2'xian4'mu4'ou3
提心吊胆 ti2'xin1'diao4'dan3
醍醐灌顶 ti2'hu2'guan4'ding3
体贴入微 ti3'tie1'ru4'wei1
体外循环 ti3'wai4'xun2'huan2
体无完肤 ti3'wu2'wan2'fu1
天崩地裂 tian1'beng1'di4'lie4
天兵天将 tian1'bing1'tian1'jiang4
天差地远 tian1'cha1'di4'yuan3
天长地久 tian1'chang2'di4'jiu3
天长日久 tian1'chang2'ri4'jiu3
天翻地覆 tian1'fan1'di4'fu4
天方夜谭 tian1'fang1'ye4'tan2
天府之国 tian1'fu3'zhi1'guo2
天高地厚 tian1'gao1'di4'hou4
天高气爽 tian1'gao1'qi4'shuang3
天各一方 tian1'ge4'yi1'fang1
天公地道 tian1'gong1'di4'dao4
天寒地冻 tian1'han2'di4'dong4
天花乱坠 tian1'hua1'luan4'zhui4
天荒地老 tian1'huang1'di4'lao3
天昏地暗 tian1'hun1'di4'an4
天经地义 tian1'jing1'di4'yi4
天伦之乐 tian1'lun2'zhi1'le4
天罗地网 tian1'luo2'di4'wang3
天马行空 tian1'ma3'xing2'kong1
天南地北 tian1'nan2'di4'bei3
天南海北 tian1'nan2'hai3'bei3
天怒人怨 tian1'nu4'ren2'yuan4
天女散花 tian1'nv3'san4'hua1
天气预报 tian1'qi4'yu4'bao4
天然橡胶 tian1'ran2'xiang4'jiao1
天壤之别 tian1'rang3'zhi1'bie2
天人合一 tian1'ren2'he2'yi1
天塌地陷 tian1'ta1'di4'xian4
天外有天 tian1'wai4'you3'tian1
天网恢恢 tian1'wang3'hui1'hui1
天文数字 tian1'wen2'shu4'zi4
天旋地转 tian1'xuan2'di4'zhuan3
天涯海角 tian1'ya2'hai3'jiao3
天衣无缝 tian1'yi1'wu2'feng4
天渊之别 tian1'yuan1'zhi1'bie2
天灾人祸 tian1'zai1'ren2'huo4
天造地设 tian1'zao4'di4'she4
天真烂漫 tian1'zhen1'lan4'man4
天真无邪 tian1'zhen1'wu2'xie2
天之骄子 tian1'zhi1'jiao1'zi3
天诛地灭 tian1'zhu1'di4'mie4
天作之合 tian1'zuo4'zhi1'he2
添油加醋 tian1'you2'jia1'cu4
添枝加叶 tian1'zhi1'jia1'ye4
添砖加瓦 tian1'zhuan1'jia1'wa3
田径运动 tian2'jing4'yun4'dong4
恬不知耻 tian2'bu4'zhi1'chi3
甜言蜜语 tian2'yan2'mi4'yu3
挑肥拣瘦 tiao1'fei2'jian3'shou4
挑三拣四 tiao1'san1'jian3'si4
条分缕析 tiao2'fen1'lv3'xi1
条件反射 tiao2'jian4'fan3'she4
条条杠杠 tiao2'tiao2'gang4'gang
条条块块 tiao2'tiao2'kuai4'kuai4
条条框框 tiao2'tiao2'kuang4'kuang4
挑拨离间 tiao3'bo1'li2'jian4
跳蚤市场 tiao4'zao'shi4'chang3
跳皮筋儿 tiao4'pi2'jin1'er
铁证如山 tie3'zheng4'ru2'shan1
铁板钉钉 tie3'ban3'ding4'ding1
铁板一块 tie3'ban3'yi1'kuai4
铁壁铜墙 tie3'bi4'tong2'qiang2
铁哥们儿 tie3'ge1'men'er
铁骨铮铮 tie3'gu3'zheng1'zheng1
铁面无私 tie3'mian4'wu2'si1
铁人三项 tie3'ren2'san1'xiang4
铁石心肠 tie3'shi2'xin1'chang2
铁树开花 tie3'shu4'kai1'hua1
铁腕人物 tie3'wan4'ren2'wu4
听而不闻 ting1'er2'bu4'wen2
听其自然 ting1'qi2'zi4'ran2
听天由命 ting1'tian1'you2'ming4
听之任之 ting1'zhi1'ren4'zhi1
亭台楼阁 ting2'tai2'lou2'ge2
亭亭玉立 ting2'ting2'yu4'li4
停薪留职 ting2'xin1'liu2'zhi2
挺身而出 ting3'shen1'er2'chu1
铤而走险 ting3'er2'zou3'xian3
通讯卫星 tong1'xun4'wei4'xing1
通存通兑 tong1'cun2'tong1'dui4
通都大邑 tong1'du1'da4'yi4
通风报信 tong1'feng1'bao4'xin4
通货紧缩 tong1'huo4'jin3'suo1
通货膨胀 tong1'huo4'peng2'zhang4
通情达理 tong1'qing2'da2'li3
通权达变 tong1'quan2'da2'bian4
通宵达旦 tong1'xiao1'da2'dan4
通信卫星 tong1'xin4'wei4'xing1
同病相怜 tong2'bing4'xiang1'lian2
同仇敌忾 tong2'chou2'di2'kai4
同出一辙 tong2'chu1'yi1'zhe2
同床异梦 tong2'chuang2'yi4'meng4
同等学力 tong2'deng3'xue2'li4
同甘共苦 tong2'gan1'gong4'ku3
同工同酬 tong2'gong1'tong2'chou2
同归于尽 tong2'gui1'yu2'jin4
同流合污 tong2'liu2'he2'wu1
同生共死 tong2'sheng1'gong4'si3
同室操戈 tong2'shi4'cao1'ge1
同心同德 tong2'xin1'tong2'de2
同心协力 tong2'xin1'xie2'li4
同业公会 tong2'ye4'gong1'hui4
同舟共济 tong2'zhou1'gong4'ji4
铜墙铁壁 tong2'qiang2'tie3'bi4
童叟无欺 tong2'sou3'wu2'qi1
统筹兼顾 tong3'chou2'jian1'gu4
统一战线 tong3'yi1'zhan4'xian4
捅马蜂窝 tong3'ma3'feng1'wo1
痛不欲生 tong4'bu4'yu4'sheng1
痛定思痛 tong4'ding4'si1'tong4
痛改前非 tong4'gai3'qian2'fei1
痛哭流涕 tong4'ku1'liu2'ti4
痛快淋漓 tong4'kuai4'lin2'li2
痛心疾首 tong4'xin1'ji2'shou3
偷工减料 tou1'gong1'jian3'liao4
偷鸡摸狗 tou1'ji1'mo1'gou3
偷梁换柱 tou1'liang2'huan4'zhu4
偷天换日 tou1'tian1'huan4'ri4
偷偷摸摸 tou1'tou1'mo1'mo1
头昏脑胀 tou2'hun1'nao3'zhang4
头昏眼花 tou2'hun1'yan3'hua1
头面人物 tou2'mian4'ren2'wu4
头破血流 tou2'po4'xue4'liu2
头疼脑热 tou2'teng2'nao3're4
头头脑脑 tou2'tou2'nao3'nao3
头头是道 tou2'tou2'shi4'dao4
头重脚轻 tou2'zhong4'jiao3'qing1
投笔从戎 tou2'bi3'cong2'rong2
投畀豺虎 tou2'bi4'chai2'hu3
投机倒把 tou2'ji1'dao3'ba3
投机取巧 tou2'ji1'qu3'qiao3
投井下石 tou2'jing3'xia4'shi2
投其所好 tou2'qi2'suo3'hao4
投亲靠友 tou2'qin1'kao4'you3
投石问路 tou2'shi2'wen4'lu4
投鼠忌器 tou2'shu3'ji4'qi4
投桃报李 tou2'tao2'bao4'li3
突飞猛进 tu1'fei1'meng3'jin4
突如其来 tu1'ru2'qi2'lai2
图谋不轨 tu2'mou2'bu4'gui3
图文并茂 tu2'wen2'bing4'mao4
徒劳无功 tu2'lao2'wu2'gong1
徒托空言 tu2'tuo1'kong1'yan2
徒有其表 tu2'you3'qi2'biao3
徒有虚名 tu2'you3'xu1'ming2
徒子徒孙 tu2'zi3'tu2'sun1
涂脂抹粉 tu2'zhi1'mo3'fen3
土崩瓦解 tu3'beng1'wa3'jie3
土地改革 tu3'di4'gai3'ge2
土豪劣绅 tu3'hao2'lie4'shen1
土老帽儿 tu3'lao3'mao4'er
土里土气 tu3'li3'tu3'qi4
土木工程 tu3'mu4'gong1'cheng2
土生土长 tu3'sheng1'tu3'zhang3
土头土脑 tu3'tou2'tu3'nao3
吐故纳新 tu3'gu4'na4'xin1
兔死狗烹 tu4'si3'gou3'peng1
兔死狐悲 tu4'si3'hu2'bei1
推心置腹 tui1'xin1'zhi4'fu4
推波助澜 tui1'bo1'zhu4'lan2
推陈出新 tui1'chen2'chu1'xin1
推己及人 tui1'ji3'ji2'ren2
推三阻四 tui1'san1'zu3'si4
退避三舍 tui4'bi4'san1'she4
退耕还林 tui4'geng1'huan2'lin2
吞吞吐吐 tun1'tun1'tu3'tu3
吞云吐雾 tun1'yun2'tu3'wu4
囤积居奇 tun2'ji1'ju1'qi2
拖儿带女 tuo1'er'dai4'nv3
拖家带口 tuo1'jia1'dai4'kou3
拖泥带水 tuo1'ni2'dai4'shui3
拖拖拉拉 tuo1'tuo1'la1'la1
脱口而出 tuo1'kou3'er2'chu1
脱贫致富 tuo1'pin2'zhi4'fu4
脱胎换骨 tuo1'tai1'huan4'gu3
脱颖而出 tuo1'ying3'er2'chu1
唾沫星子 tuo4'mo4'xing1'zi3
唾手可得 tuo4'shou3'ke3'de2
挖空心思 wa1'kong1'xin1'si
歪风邪气 wai1'feng1'xie2'qi4
歪打正着 wai1'da3'zheng4'zhao2
歪门邪道 wai1'men2'xie2'dao4
歪七扭八 wai1'qi1'niu3'ba1
歪歪扭扭 wai1'wai1'niu3'niu3
外面儿光 wai4'mian4'er'guang1
外强中干 wai4'qiang2'zhong1'gan1
外层空间 wai4'ceng2'kong1'jian1
外籍华人 wai4'ji2'hua2'ren2
外交辞令 wai4'jiao1'ci2'ling4
外交特权 wai4'jiao1'te4'quan2
剜肉补疮 wan1'rou4'bu3'chuang1
丸散膏丹 wan2'san4'gao1'dan1
纨绔子弟 wan2'ku4'zi3'di4
完璧归赵 wan2'bi4'gui1'zhao4
完美无缺 wan2'mei3'wu2'que1
完全小学 wan2'quan2'xiao3'xue2
玩儿不转 wan2'er'bu'zhuan4
玩忽职守 wan2'hu1'zhi2'shou3
玩火自焚 wan2'huo3'zi4'fen2
玩世不恭 wan2'shi4'bu4'gong1
玩物丧志 wan2'wu4'sang4'zhi4
万劫不复 wan4'jie2'bu4'fu4
万般无奈 wan4'ban1'wu2'nai4
万不得已 wan4'bu4'de2'yi3
万儿八千 wan4'er'ba1'qian1
万古长青 wan4'gu3'chang2'qing1
万古流芳 wan4'gu3'liu2'fang1
万家灯火 wan4'jia1'deng1'huo3
万籁俱寂 wan4'lai4'ju4'ji4
万里长城 wan4'li3'chang2'cheng2
万里长征 wan4'li3'chang2'zheng1
万里无云 wan4'li3'wu2'yun2
万马奔腾 wan4'ma3'ben1'teng2
万马齐喑 wan4'ma3'qi2'yin1
万念俱灰 wan4'nian4'ju4'hui1
万全之策 wan4'quan2'zhi1'ce4
万人空巷 wan4'ren2'kong1'xiang4
万事大吉 wan4'shi4'da4'ji2
万事亨通 wan4'shi4'heng1'tong1
万事如意 wan4'shi4'ru2'yi4
万寿无疆 wan4'shou4'wu2'jiang1
万水千山 wan4'shui3'qian1'shan1
万死不辞 wan4'si3'bu4'ci2
万无一失 wan4'wu2'yi1'shi1
万物之灵 wan4'wu4'zhi1'ling2
万象更新 wan4'xiang4'geng1'xin1
